Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4
194533,329295,11,-1,163.125,151.883,-47.1,36.3724,0.226782,-0.300704,11,-1,99.7729,-76.4903,63.2108,-10.4041,-0.104659,2.45097,-11,1,74.6506,-66.8359,-26.9117,19.5306,0.267854,-2.7588,-11,1,14.2739,-7.61233,9.94508,6.84771,0.522643,2.2241
194533,501780,-11,1,97.4935,9.99208,19.2381,-95.0528,-2.18403,1.09176,11,-1,22.0889,-12.951,-14.1818,-10.9118,-0.541332,-2.31087,-11,1,46.6886,12.2632,7.08497,-44.4887,-1.86219,0.523893,11,-1,35.1205,6.27962,-6.15143,-34.0026,-2.06221,-0.775087
206859,358235,11,-1,122.239,-107.11,-3.41536,58.806,0.524382,-3.10972,-11,1,256.025,82.0887,-3.98217,242.475,1.80263,-0.0484726,11,-1,151.296,-7.50727,31.5174,147.787,2.22259,1.80463,-11,1,33.1312,11.2157,20.5599,23.4345,0.881807,1.0714
206859,258156,11,-1,46.8976,25.5414,-20.8031,33.3804,0.890768,-0.683513,-11,1,16.3227,-6.77193,12.1256,-8.57558,-0.58374,2.08013,11,-1,17.9779,-5.23632,10.0736,-13.9395,-1.03365,2.05017,-11,1,4.48879,-3.35742,-2.97215,-0.208135,-0.046401,-2.41699
200519,370350,-11,1,270.183,34.0178,-50.402,-263.251,-2.17162,-0.977094,-11,1,151.582,-52.0341,-1.01372,-142.367,-1.73132,-3.12211,11,-1,56.018,34.2964,9.52935,-43.2547,-1.02565,0.271016,11,-1,60.873,-28.4431,5.53369,-53.5341,-1.37328,2.94944
206859,573925,11,-1,43.4267,16.7307,27.735,-28.9264,-0.803693,1.028,-11,1,73.6185,-7.80904,-21.8404,-69.8692,-1.82234,-1.91418,11,-1,51.7785,-11.7042,-12.1122,-48.9624,-1.7886,-2.33906,-11,1,23.5205,2.46667,11.5953,-20.3145,-1.3077,1.36119
200519,996454,-11,1,52.7229,44.848,-20.4667,18.6944,0.370672,-0.428127,11,-1,113.118,-35.4028,-5.4319,107.298,1.81709,-2.98935,-11,1,40.1487,-21.5935,14.9259,30.3785,0.988332,2.53678,11,-1,15.9604,6.74567,11.4386,8.85377,0.625192,1.03796
206859,1160983,11,-1,46.498,18.1138,-42.061,-8.05158,-0.174922,-1.16415,-11,1,43.6326,-13.1239,39.518,13.0345,0.308128,1.89144,11,-1,49.805,5.48769,40.9483,27.8146,0.630609,1.43758,-11,1,48.4133,-36.5593,-13.8869,-28.5381,-0.67685,-2.77858
200519,370834,-11,1,46.7949,-5.84488,-38.1573,26.4504,0.6405,-1.72279,11,-1,17.6951,0.0369622,-15.3917,8.72981,0.540474,-1.56839,11,-1,8.36991,4.23094,3.27908,-6.43445,-1.01729,0.659326,-11,1,3.74218,-2.86424,-2.39941,0.207012,0.0553751,-2.44427
200519,1440226,-11,1,141.273,133.611,-39.1395,-23.9598,-0.171255,-0.284963,-11,1,111.261,-88.237,67.1364,9.26941,0.083506,2.49117,11,-1,50.8356,-38.2461,-22.393,-24.9007,-0.535834,-2.6119,11,-1,17.6313,-15.8601,-6.23788,-4.51743,-0.262055,-2.76687
206859,1014541,11,-1,56.3823,55.9014,7.16135,-1.6455,-0.0291931,0.127413,-11,1,48.7058,-38.132,29.3411,-7.57005,-0.156694,2.48575,11,-1,59.5723,5.20789,-30.7454,50.7589,1.2636,-1.403,-11,1,43.5091,-26.0576,-5.03763,-34.477,-1.07788,-2.95062
200519,1216522,-13,1,10.5365,-2.10567,-1.66817,-10.1878,-2.04309,-2.47161,11,-1,171.567,29.2438,-23.7897,-167.374,-2.19621,-0.682916,11,-1,17.8842,-6.16261,9.21709,-14.0325,-1.05731,2.16014,-11,1,42.6105,-0.379322,9.482,-41.5404,-2.18242,1.61078
194533,216384,-11,1,44.7643,34.3546,-12.5269,-25.8202,-0.657659,-0.349653,11,-1,24.9378,-23.5038,-8.0806,2.04163,0.0820527,-2.81045,11,-1,16.1617,-11.9708,10.8163,-0.952599,-0.0590101,2.40682,-11,1,6.05333,-3.72299,4.29367,2.08484,0.359091,2.28513
206859,1295305,11,-1,59.4387,-12.7143,57.991,2.88966,0.0486541,1.78663,-11,1,88.3995,-41.9945,-26.0362,-73.3011,-1.18558,-2.5866,11,-1,45.005,41.0317,-5.33709,-17.7021,-0.41574,-0.129346,-11,1,35.0967,13.8889,-31.5029,-6.81538,-0.196686,-1.15556
